      2.71601      0.00134      5.53857        -0.001430     -0.001430      0.000000
      0.00134      2.71601      5.53857        -0.001430     -0.001430      0.000000
      2.71601      0.00134     16.61571        -0.001430     -0.001430      0.000000
      0.00134      2.71601     16.61571        -0.001430     -0.001430      0.000000
      0.00000      0.00000      3.29324         0.001547      0.001553     -0.000391
      2.71467      2.71467      3.29324         0.001547      0.001553     -0.000391
      0.00000      0.00000     14.37038         0.001547      0.001553     -0.000391
      2.71467      2.71467     14.37038         0.001547      0.001553     -0.000391
      0.00000      0.00000      7.78390         0.001553      0.001547      0.000391
      2.71467      2.71467      7.78390         0.001553      0.001547      0.000391
      0.00000      0.00000     18.86105         0.001553      0.001547      0.000391
      2.71467      2.71467     18.86105         0.001553      0.001547      0.000391
      0.00000      0.00000      5.53857        -0.003332     -0.003332      0.000000
      2.71467      2.71467      5.53857        -0.003332     -0.003332      0.000000
      0.00000      0.00000     16.61571        -0.003332     -0.003332      0.000000
      2.71467      2.71467     16.61571        -0.003332     -0.003332      0.000000
      1.35734      1.35734      7.33175         0.001171      0.001163      0.000432
      4.07201      4.07201      7.33175         0.001171      0.001163      0.000432
      1.35734      1.35734     18.40890         0.001171      0.001163      0.000432
      4.07201      4.07201     18.40890         0.001171      0.001163      0.000432
      1.35734      4.07201      7.33175        -0.000354     -0.000340      0.000436
      4.07201      1.35734      7.33175        -0.000354     -0.000340      0.000436
      1.35734      4.07201     18.40890        -0.000354     -0.000340      0.000436
      4.07201      1.35734     18.40890        -0.000354     -0.000340      0.000436
      1.35734      4.07201      3.74539        -0.000340     -0.000354     -0.000436
      4.07201      1.35734      3.74539        -0.000340     -0.000354     -0.000436
      1.35734      4.07201     14.82253        -0.000340     -0.000354     -0.000436
      4.07201      1.35734     14.82253        -0.000340     -0.000354     -0.000436
      1.35734      1.35734      3.74539         0.001163      0.001171     -0.000432
      4.07201      4.07201      3.74539         0.001163      0.001171     -0.000432
      1.35734      1.35734     14.82253         0.001163      0.001171     -0.000432
      4.07201      4.07201     14.82253         0.001163      0.001171     -0.000432
      0.00000      0.00000      1.50215         0.000005      0.000012     -0.000291
      2.71467      2.71467      1.50215         0.000005      0.000012     -0.000291
      0.00000      0.00000     12.57929         0.000005      0.000012     -0.000291
      2.71467      2.71467     12.57929         0.000005      0.000012     -0.000291
      0.00000      0.00000      9.57499         0.000012      0.000005      0.000291
      2.71467      2.71467      9.57499         0.000012      0.000005      0.000291
      0.00000      0.00000     20.65213         0.000012      0.000005      0.000291
      2.71467      2.71467     20.65213         0.000012      0.000005      0.000291
      2.71467      0.00000      0.00000         0.000028      0.000028      0.000000
      0.00000      2.71467      0.00000         0.000028      0.000028      0.000000
      2.71467      0.00000     11.07714         0.000028      0.000028      0.000000
      0.00000      2.71467     11.07714         0.000028      0.000028      0.000000
      3.58404      0.00000      0.58662        -0.000825      0.000007     -0.000661
      0.86936      2.71467      0.58662        -0.000825      0.000007     -0.000661
      3.58404      0.00000     11.66376        -0.000825      0.000007     -0.000661
      0.86936      2.71467     11.66376        -0.000825      0.000007     -0.000661
      1.84531      5.42934      0.58662         0.000792      0.000004     -0.000632
      4.55998      2.71467      0.58662         0.000792      0.000004     -0.000632
      1.84531      5.42934     11.66376         0.000792      0.000004     -0.000632
      4.55998      2.71467     11.66376         0.000792      0.000004     -0.000632
      2.71467      4.55998     10.49052         0.000004      0.000792      0.000632
      0.00000      1.84531     10.49052         0.000004      0.000792      0.000632
      2.71467      4.55998     21.56766         0.000004      0.000792      0.000632
